ScreenTime,SleepHours,LateNightUsage,ActivityLevel,DietQuality,SittingTime,InactivityPeriods,StressLevel,Gender,MealsPerDay,CalorieIntake,BMI,Fatigue,dopamine_score,lifestyle_risk,health_score,bmi_category,FutureHealthRisk,DiabetesRisk,AnemiaRisk,PCOSRisk
6,5.6,1,2,0,10,3,1,1,1,1613,22.587833094227893,High,3.5,4.3,2.84,1,Medium,Medium,High,Medium
3,5.7,1,0,1,2,0,2,1,3,2406,22.12973972783723,High,2.0,1.4,2.58,1,Medium,High,Medium,High
1,5.1,0,2,0,11,1,2,0,5,3029,16.464359504132233,High,0.5,4.4,2.64,0,Medium,Medium,High,Medium
5,6.9,0,2,1,4,2,0,1,4,2512,19.031141868512112,Low,2.5,1.7999999999999998,3.66,1,Low,Low,Low,Low
8,5.3,1,2,0,11,1,1,1,2,906,19.607156612163443,High,4.5,4.0,2.72,1,Medium,Low,High,Medium
6,7.4,1,1,2,2,1,0,1,2,1073,30.094730002393906,Medium,3.5,0.8999999999999999,3.86,3,Low,Medium,Low,Medium
7,7.4,1,0,2,5,1,2,0,4,2551,19.4707778735357,High,4.0,2.6,3.5600000000000005,1,Medium,High,Low,High
2,7.5,1,2,2,9,4,1,0,1,179,26.27728507868255,Medium,1.5,4.3,4.2,2,Low,Low,Low,Low
3,6.2,0,0,0,4,2,0,0,2,1425,36.160420775805385,Medium,1.5,1.7999999999999998,2.4800000000000004,3,Medium,Medium,Medium,Medium
7,7.2,1,0,1,2,0,1,1,1,1035,25.59373706198954,Medium,4.0,1.0,3.18,2,Medium,Medium,Medium,Medium
1,5.1,1,2,2,8,4,1,0,2,1262,18.13201651170865,Medium,1.0,4.0,3.24,0,Low,Low,Medium,Low
7,6.9,0,2,2,5,4,1,0,4,2855,23.78121284185493,Low,3.5,3.1,3.96,1,Medium,Medium,Low,Medium
2,5.2,1,0,1,7,4,1,1,4,2560,28.40816326530612,Medium,1.5,3.7,2.38,2,Medium,High,Medium,Medium
6,5.8,0,0,2,6,0,1,0,2,1596,18.90690101887189,Medium,3.0,2.2,2.92,1,Medium,Medium,Low,Medium
3,5.3,1,0,2,11,4,0,0,1,1023,35.5247576860664,High,2.0,4.5,2.72,3,Medium,Medium,Low,Medium
2,4.2,1,0,2,11,0,2,1,5,3022,27.46481071127618,High,1.5,4.1,2.28,2,Medium,High,Medium,High
7,7.4,1,0,1,5,2,0,0,5,3087,22.39541341933172,Medium,4.0,2.1,3.26,1,Medium,High,Low,Medium
5,6.6,0,2,1,6,2,0,1,5,2710,16.85252249991036,Low,2.5,2.4,3.54,0,Low,Low,Low,Low
2,4.7,0,1,1,2,0,2,0,3,2197,17.99307958477509,Medium,1.0,1.4,2.48,0,Medium,Medium,Medium,Medium
2,7.1,0,2,1,8,2,2,1,3,2416,17.908855357415025,Medium,1.0,3.8,3.74,0,Medium,Low,Medium,Medium
7,6.3,1,1,1,4,3,0,0,1,480,21.9671201814059,Medium,4.0,2.1,3.12,1,Medium,Medium,Medium,Medium
3,6.4,0,2,2,9,3,0,0,3,2260,17.110020661157026,Low,1.5,3.6,3.7600000000000007,0,Low,Low,Low,Low
8,5.6,0,2,1,7,1,1,1,1,370,25.96454217209623,High,4.0,2.8,3.14,2,Medium,Low,Medium,Medium
4,6.3,0,1,0,3,3,1,1,1,1522,21.513858510523864,Low,2.0,2.2,2.82,1,Medium,Medium,High,Medium
8,5.6,1,1,1,9,2,1,0,1,666,28.515625,High,4.5,3.7,2.8399999999999994,2,Medium,Medium,Medium,Medium
8,7.9,0,1,2,10,3,0,0,2,1712,21.71806608974573,Medium,4.0,3.9,4.06,1,Low,Medium,Low,Low
1,7.7,1,1,2,4,1,1,1,1,327,25.013520822065985,Medium,1.0,1.9,3.98,2,Low,Low,Low,Medium
1,4.4,0,0,1,11,1,2,1,3,2070,24.088223117166624,High,0.5,4.4,2.06,1,High,Medium,High,High
6,6.0,0,1,2,11,0,0,0,1,106,29.060607121599386,Medium,3.0,3.3,3.3000000000000003,2,Medium,Medium,Low,Medium
8,5.1,1,1,2,4,0,1,1,2,1498,16.423303174176592,High,4.5,1.6,2.94,0,Medium,Medium,Medium,Medium
2,4.3,1,1,1,10,1,1,0,2,963,29.61580591504726,Medium,1.5,3.7,2.32,2,Medium,Medium,Medium,Medium
6,7.2,1,1,0,4,2,2,0,3,2341,35.924515235457065,High,3.5,2.6,3.18,3,High,High,High,High
2,5.8,0,1,0,4,4,1,1,1,293,30.83289382936428,High,1.0,2.8,2.62,3,Medium,Medium,High,Medium
7,7.4,1,0,2,9,0,2,1,4,3330,26.448979591836736,High,4.0,3.5,3.5600000000000005,2,Medium,High,Low,High
8,6.0,1,1,2,11,1,0,0,3,1880,23.030045351473927,Medium,4.5,3.6,3.3000000000000003,1,Medium,Medium,Low,Medium
4,7.6,1,0,2,5,2,1,1,3,2434,23.38868655818771,Low,2.5,2.5,3.64,1,Medium,High,Low,Medium
8,5.9,1,0,0,5,1,0,0,5,2691,32.83097978719196,High,4.5,1.8,2.3600000000000003,3,Medium,High,Medium,Medium
3,5.6,1,0,2,3,2,0,1,4,2627,17.208066658616108,Medium,2.0,1.5,2.84,0,Medium,Medium,Low,Medium
5,6.3,0,0,0,9,1,0,0,5,3018,25.082863029651524,Medium,2.5,3.0,2.52,2,Medium,High,Medium,Medium
1,5.0,1,0,1,11,4,1,1,5,2812,31.239414355075468,High,1.0,4.9,2.3,3,Medium,High,Medium,Medium
5,7.5,1,2,2,2,3,1,1,3,2354,27.76709812465291,Low,3.0,1.9,4.2,2,Low,Medium,Low,Medium
7,4.5,0,2,1,3,3,2,0,4,3209,34.76562499999999,High,3.5,2.6,2.7,3,Medium,Medium,Medium,High
1,6.1,1,2,0,11,2,2,0,2,1356,23.30668005306752,Medium,1.0,4.7,3.04,1,Medium,Low,High,Medium
2,6.5,0,2,2,2,2,1,1,2,1037,25.10633270321361,Low,1.0,1.6,3.8,2,Low,Low,Low,Medium
3,4.2,0,2,2,4,1,0,0,2,1784,25.2993759487266,Low,1.5,1.5,2.8800000000000003,2,Low,Low,Low,Low
8,7.6,0,2,0,10,3,1,0,3,2009,37.65581717451524,Medium,4.0,4.3,3.64,3,Medium,Medium,Medium,Medium
1,7.7,0,1,1,8,2,0,1,3,2443,26.370238143535232,Low,0.5,3.0,3.68,2,Low,Medium,Low,Low
2,6.0,0,1,1,4,3,0,1,1,566,14.19753086419753,Medium,1.0,2.1,3.0,0,Low,Low,Medium,Low
6,7.1,0,0,1,6,4,0,0,1,592,36.0,High,3.0,3.0,3.14,3,Medium,Medium,Medium,Medium
3,6.6,1,1,1,5,2,2,0,2,1361,23.124670372023203,Medium,2.0,2.9000000000000004,3.24,1,Medium,Medium,Medium,Medium
5,4.6,0,0,0,2,0,0,1,3,1887,22.79032897344431,Medium,2.5,0.6,1.84,1,Medium,Medium,High,Medium
8,4.9,1,0,1,11,0,2,0,4,2932,23.42355740630577,High,4.5,4.1,2.26,1,High,High,Medium,High
8,6.2,0,2,0,5,0,1,1,1,622,32.00731595793324,High,4.0,1.9,3.0800000000000005,3,Medium,Medium,High,Medium
1,5.3,1,2,2,7,3,0,0,4,2998,20.957171162932475,Medium,1.0,3.0,3.3200000000000003,1,Low,Low,Low,Low
3,7.6,0,1,0,11,4,0,1,1,809,22.23098712754133,Medium,1.5,4.5,3.34,1,Medium,Low,Medium,Low
6,4.3,1,2,2,6,0,1,0,2,1722,20.45114617990904,Medium,3.5,2.2,2.92,1,Medium,Medium,Medium,Medium
7,6.4,0,1,1,7,2,1,1,2,1065,19.6232339089482,Low,3.5,3.1,3.16,1,Medium,Medium,Medium,Medium
1,6.6,0,0,1,7,3,1,0,3,2302,20.202020202020204,Low,0.5,3.4,2.94,1,Medium,Medium,Medium,Medium
1,7.1,1,1,0,6,3,0,1,5,3411,16.1844365173735,Medium,1.0,2.7,3.14,0,Medium,Medium,Medium,Low
1,7.2,1,2,2,3,1,2,1,1,1275,23.624447492760247,Medium,1.0,2.0,4.08,1,Medium,Low,Medium,Medium
6,4.3,0,2,0,9,2,1,1,3,2352,22.76943835385394,High,3.0,3.7,2.32,1,Medium,Medium,High,Medium
6,7.2,1,0,0,11,3,1,0,5,3352,19.382144693643447,High,3.5,4.6,2.8800000000000003,1,Medium,High,Medium,Medium
7,7.4,1,1,2,8,4,0,1,1,326,33.94930751128428,High,4.0,3.6,3.86,3,Medium,Medium,Low,Medium
7,6.8,1,2,0,3,4,1,1,5,3333,33.310844999156686,Medium,4.0,2.5,3.3200000000000003,3,Medium,Medium,Medium,Medium
6,6.0,0,0,2,6,4,1,1,5,2630,18.818924310286427,Medium,3.0,3.4,3.0000000000000004,1,Medium,High,Low,Medium
5,6.3,0,1,2,10,3,1,0,5,3404,20.56932966023876,Low,2.5,4.3,3.42,1,Medium,Medium,Low,Medium
7,7.9,0,2,1,11,4,0,0,1,411,21.258503401360542,Medium,3.5,4.5,4.0600000000000005,1,Low,Low,Medium,Low
8,6.7,1,0,2,11,3,1,1,2,877,34.54734651404786,High,4.5,4.6,3.28,3,Medium,High,Low,High
5,7.3,1,1,1,11,1,1,0,1,626,17.916330735465376,Medium,3.0,4.0,3.52,0,Medium,Medium,Medium,Medium
7,4.8,0,2,0,9,1,0,1,1,69,19.723183391003463,High,3.5,3.0,2.52,1,Medium,Low,High,Low
8,5.5,1,1,0,11,2,0,1,2,1199,22.76146753597469,High,4.5,3.9,2.5,1,Medium,Medium,Medium,Medium
3,4.9,1,1,0,2,3,0,0,2,1784,21.504469556417607,Medium,2.0,1.5,2.26,1,Medium,Medium,Medium,Low
4,6.2,1,0,0,3,1,2,0,1,247,22.386314277122523,High,2.5,2.0,2.4800000000000004,1,High,Medium,High,High
6,7.9,1,1,2,6,1,1,1,4,3421,19.73597649225912,Medium,3.5,2.5,4.06,1,Medium,Medium,Low,Medium
2,5.2,0,2,0,10,2,0,0,4,3140,16.59804015448945,Medium,1.0,3.6,2.68,0,Low,Low,Medium,Low
1,7.7,0,2,1,9,2,0,0,4,3338,19.23018222886969,Low,0.5,3.3,3.98,1,Low,Low,Low,Low
8,7.0,1,1,1,6,0,0,1,3,1960,23.849776597029344,Medium,4.5,1.7999999999999998,3.4,1,Medium,Medium,Medium,Medium
6,6.4,1,2,2,6,1,0,0,4,2681,31.1950948402596,Medium,3.5,2.1,3.7600000000000007,3,Low,Medium,Low,Low
7,5.3,0,1,2,4,0,2,1,4,3129,19.81405273586343,High,3.5,2.0,3.02,1,Medium,Medium,Medium,Medium
8,4.9,1,2,2,3,0,2,1,3,1929,19.59183673469388,High,4.5,1.7,3.16,1,Medium,Medium,Medium,Medium
8,4.8,1,1,0,11,2,1,0,4,2897,29.21010994360826,High,4.5,4.3,2.22,2,High,High,High,Medium
4,6.8,1,2,1,6,4,2,0,4,3098,28.06894434454629,Medium,2.5,3.8,3.62,2,Medium,Medium,Medium,Medium
3,7.4,1,0,0,9,4,2,1,2,1361,25.076193048107708,High,2.0,4.699999999999999,2.9600000000000004,2,High,Medium,High,High
8,4.3,1,1,0,9,2,0,0,3,1892,25.46938775510204,High,4.5,3.3,2.02,2,Medium,Medium,High,Medium
6,5.4,0,2,1,5,2,1,1,1,312,19.223375624759708,High,3.0,2.5,3.06,1,Medium,Low,Medium,Medium
4,7.7,1,0,2,4,2,2,1,1,10,27.21730294672667,High,2.5,2.6,3.68,2,Medium,Medium,Medium,High
3,5.0,0,1,2,11,0,0,1,1,1413,20.286507911738084,Medium,1.5,3.3,2.9,1,Low,Medium,Low,Low
6,7.2,1,1,2,11,2,0,0,4,2811,18.612244897959183,Medium,3.5,3.9,3.78,1,Low,Medium,Low,Low
8,6.2,1,2,1,8,1,1,1,5,3285,18.726007303142847,Medium,4.5,3.1,3.3800000000000003,1,Medium,Medium,Medium,Medium
8,5.6,1,0,2,2,1,0,0,1,96,14.956808400231983,High,4.5,0.8999999999999999,2.84,0,Medium,Medium,Low,Medium
7,6.1,0,0,1,10,3,2,0,5,2883,17.509962564907617,High,3.5,4.7,2.74,0,High,High,Medium,High
1,4.9,1,2,0,10,3,2,1,4,3418,17.746228926353147,High,1.0,4.7,2.56,0,Medium,Medium,High,Medium
7,5.8,0,2,0,3,4,1,1,5,3007,25.153150229218223,Medium,3.5,2.5,2.92,2,Medium,Medium,Medium,Medium
8,6.3,1,1,1,8,0,1,0,3,2048,18.93877551020408,Medium,4.5,2.8,3.12,1,Medium,Medium,Medium,Medium
7,6.2,0,0,1,8,1,1,0,3,1973,24.0569347455645,Medium,3.5,3.1,2.78,1,Medium,High,Medium,Medium
3,7.1,0,0,2,5,1,1,0,1,185,20.515086478979924,Medium,1.5,2.2,3.44,1,Medium,Medium,Medium,Medium
5,7.8,1,0,0,11,1,1,1,2,1161,19.257028815517668,Medium,3.0,4.0,3.12,1,Medium,Medium,Medium,Medium
2,6.5,0,2,1,6,4,2,1,2,1330,23.92485822306238,Low,1.0,3.8,3.5,1,Medium,Low,Medium,Medium
2,6.5,0,2,1,7,2,1,1,5,3445,27.21730294672667,Low,1.0,3.1,3.5,2,Medium,Medium,Medium,Medium
7,7.7,1,1,2,11,1,2,0,1,998,19.83471074380165,High,4.0,4.4,3.98,1,Medium,Medium,Medium,Medium
8,7.9,0,0,0,5,4,1,1,1,3,31.615792841281195,High,4.0,3.1,3.16,3,Medium,Medium,High,Medium
8,5.2,1,1,0,8,3,1,1,4,2809,19.650561749754367,High,4.5,3.7,2.38,1,Medium,Medium,High,Medium
3,5.1,1,2,0,10,4,2,0,4,2836,17.617725223207618,High,2.0,5.0,2.64,0,Medium,Medium,High,Medium
3,4.4,1,2,1,10,4,1,1,1,1375,16.72190868643435,High,2.0,4.6000000000000005,2.66,0,Medium,Low,Medium,Medium
2,4.5,0,2,0,7,0,2,0,2,1485,29.000594883997625,Medium,1.0,2.9000000000000004,2.4,2,Medium,Medium,High,Medium
1,4.9,1,2,0,10,4,1,1,1,665,20.07774787474903,High,1.0,4.6000000000000005,2.56,1,Medium,Low,High,Medium
2,5.4,0,0,1,10,1,0,0,3,2430,17.59259259259259,Medium,1.0,3.3,2.46,0,Medium,Medium,Medium,Medium
2,5.9,0,2,0,11,2,0,0,1,334,25.5649539199596,High,1.0,3.9,2.9600000000000004,2,Medium,Low,High,Low
3,4.8,0,2,1,8,2,2,1,3,2369,16.245274102079396,Medium,1.5,3.8,2.82,0,Medium,Medium,Medium,Medium
6,7.9,0,1,2,2,0,2,1,2,1660,27.414453692693883,Medium,3.0,1.4,4.06,2,Medium,Medium,Low,Medium
3,7.2,0,2,1,3,2,1,1,4,2786,22.666666666666668,Low,1.5,1.9,3.78,1,Medium,Medium,Medium,Low
7,6.6,0,0,1,9,2,0,0,1,703,20.96436058700209,High,3.5,3.3,2.94,1,Medium,Medium,Medium,Medium
4,4.2,1,2,2,5,1,2,1,1,1139,22.386314277122523,High,2.5,2.6,2.8800000000000003,1,Medium,Low,Medium,Medium
7,4.8,1,0,2,8,4,2,1,1,477,24.56747404844291,High,4.0,4.4,2.52,1,High,Medium,Medium,High
5,5.9,0,0,0,5,2,2,1,5,3219,26.794938016528928,High,2.5,2.9000000000000004,2.3600000000000003,2,High,High,High,High
7,7.7,0,0,2,4,0,2,0,5,3025,30.700407876847507,High,3.5,2.0,3.68,3,Medium,High,Low,High
3,4.5,0,2,2,4,4,2,1,5,3187,14.651567412472149,Medium,1.5,3.2,3.0,0,Medium,Medium,Medium,Medium
6,4.3,1,2,1,8,2,0,1,3,2308,27.09925100681245,Medium,3.5,3.0,2.62,2,Medium,Medium,Medium,Medium
1,7.8,1,0,2,8,0,1,1,3,2175,24.489795918367346,Low,1.0,2.8,3.72,1,Medium,Medium,Low,Medium
4,7.6,1,1,1,8,0,0,0,2,1779,17.441263978660103,Low,2.5,2.4,3.64,0,Low,Medium,Low,Low
8,5.6,1,2,2,3,0,2,0,1,919,15.00207475501931,High,4.5,1.7,3.44,0,Medium,Low,Medium,Medium
2,4.0,1,1,1,5,4,2,0,2,1566,28.08626033057851,Medium,1.5,3.5,2.2,2,Medium,Medium,High,High
1,6.2,0,2,1,11,1,2,1,3,2128,15.094795314575531,Medium,0.5,4.4,3.3800000000000003,0,Medium,Low,Medium,Medium
4,4.8,1,2,0,8,2,1,0,3,2056,27.09925100681245,Medium,2.5,3.4,2.52,2,Medium,Medium,High,Medium
2,6.0,1,2,1,8,2,1,0,4,2902,16.806134238997235,Low,1.5,3.4,3.3000000000000003,0,Medium,Low,Medium,Low
6,7.9,0,0,0,7,3,1,0,1,383,26.298487836949377,High,3.0,3.4,3.16,2,Medium,Medium,High,Medium
1,5.8,0,0,2,6,0,0,1,1,1232,27.40765727778715,Medium,0.5,1.7999999999999998,2.92,2,Medium,Medium,Low,Medium
5,5.5,0,0,1,4,2,2,0,4,2775,35.796045785639954,High,2.5,2.6,2.5,3,High,High,Medium,High
2,7.2,0,0,1,3,4,2,1,1,134,15.74074074074074,High,1.0,2.8999999999999995,3.18,0,Medium,Medium,Medium,Medium
4,5.4,0,0,0,2,2,0,0,5,2964,30.48665738266401,Medium,2.0,1.2,2.16,3,Medium,High,Medium,Medium
6,7.8,1,2,1,8,3,2,1,3,2157,20.902385858042937,Medium,3.5,4.1,4.0200000000000005,1,Medium,Medium,Medium,Medium
4,6.1,0,0,2,9,0,1,1,1,348,20.820939916716245,Medium,2.0,3.1,3.04,1,Medium,Medium,Medium,Medium
7,4.5,1,0,0,6,1,0,1,5,3029,19.05197378448407,High,4.0,2.1,1.8,1,Medium,High,Medium,Medium
2,7.6,1,1,0,2,3,1,0,4,3456,22.942130453700404,Low,1.5,1.9,3.34,1,Medium,Medium,Medium,Medium
8,6.4,1,2,1,5,4,0,1,3,2158,16.037956497043,Medium,4.5,2.7,3.4600000000000004,0,Low,Low,Medium,Low
2,7.9,0,1,0,11,0,1,1,1,883,26.54320987654321,Medium,1.0,3.7,3.46,2,Medium,Medium,Medium,Medium
1,4.9,1,2,0,2,0,1,1,1,261,23.25501863821347,High,1.0,1.0,2.56,1,Medium,Low,High,Medium
2,5.5,0,2,2,10,0,0,0,5,2565,20.061728395061728,Medium,1.0,3.0,3.4000000000000004,1,Low,Low,Low,Low
8,6.8,0,2,0,5,4,1,0,5,2722,21.887076365377386,Medium,4.0,3.1,3.3200000000000003,1,Medium,Medium,Medium,Medium
8,6.0,0,2,0,6,3,2,0,2,956,31.13898513223104,High,4.0,3.5,3.0000000000000004,3,Medium,Medium,High,Medium
4,4.5,0,2,1,8,3,0,0,4,3042,18.25310978907518,Low,2.0,3.3,2.7,0,Low,Low,Medium,Low
5,5.6,1,2,1,11,1,1,0,3,1843,30.47721924308476,Medium,3.0,4.0,3.14,3,Medium,Medium,Medium,Medium
6,4.3,1,2,0,5,2,2,0,4,2636,25.72103221453871,High,3.5,2.9000000000000004,2.32,2,Medium,Medium,High,Medium
4,4.4,1,2,1,3,1,1,1,1,528,20.5761316872428,Medium,2.5,1.6,2.66,1,Medium,Low,Medium,Medium
3,5.8,1,0,1,7,1,2,1,1,707,22.79032897344431,High,2.0,3.2,2.62,1,Medium,Medium,High,High
4,6.5,0,2,1,8,3,1,0,1,260,20.83070319404116,Low,2.0,3.7,3.5,1,Medium,Low,Medium,Low
2,6.1,0,0,2,8,1,2,1,5,3217,15.149602322939025,Medium,1.0,3.5,3.04,0,Medium,High,Low,Medium
5,6.1,0,2,0,3,0,0,1,1,1583,19.1358024691358,Low,2.5,0.8999999999999999,3.04,1,Medium,Low,Medium,Low
1,4.5,0,1,2,9,3,2,1,4,2502,33.74770387457816,High,0.5,4.4,2.7,3,Medium,Medium,Medium,High
7,6.6,0,1,1,6,0,1,0,1,1501,21.513858510523864,Medium,3.5,2.2,3.24,1,Medium,Medium,Medium,Medium
8,7.7,1,2,0,3,0,0,1,2,1795,19.49432892249527,Medium,4.5,0.8999999999999999,3.68,1,Medium,Low,Medium,Low
6,7.2,0,2,0,3,2,2,0,2,1602,22.67573696145125,Medium,3.0,2.3,3.4800000000000004,1,Medium,Medium,High,Medium
7,6.0,1,1,0,10,4,1,0,1,762,17.959183673469386,High,4.0,4.6000000000000005,2.7,0,Medium,Medium,High,Medium
3,4.7,1,1,0,6,2,1,1,2,963,23.1084345786212,Medium,2.0,2.8,2.18,1,Medium,Medium,High,Medium
5,5.5,1,1,1,9,2,2,1,1,716,21.612811791383223,High,3.0,4.1,2.8,1,Medium,Medium,High,Medium
3,6.8,0,1,0,7,0,1,1,5,3153,15.91695501730104,Low,1.5,2.5,3.02,0,Medium,Medium,Medium,Medium
1,4.3,1,0,0,11,2,0,1,3,2215,25.102391333069097,High,1.0,3.9,1.72,2,Medium,Medium,Medium,Medium
7,5.8,0,1,2,6,2,2,1,1,278,18.10180705970476,High,3.5,3.2,3.22,0,Medium,Medium,Medium,Medium
4,6.2,1,0,2,8,4,0,0,3,2373,26.91272587466359,Low,2.5,3.6,3.0800000000000005,2,Medium,Medium,Low,Medium
5,4.1,0,2,1,3,4,1,0,5,2626,30.78090740428403,Medium,2.5,2.5,2.54,3,Medium,Medium,Medium,Medium
6,6.7,0,2,2,4,3,1,1,5,2982,22.8625344752504,Low,3.0,2.5,3.88,1,Medium,Medium,Low,Medium
3,6.3,0,0,2,7,2,2,0,1,176,30.46111830818249,High,1.5,3.5,3.12,3,Medium,Medium,Medium,High
5,6.8,1,2,2,3,4,0,1,1,575,19.925129815239703,Medium,3.0,2.1,3.92,1,Low,Low,Low,Low
6,7.4,0,0,0,5,1,2,0,1,229,24.577867151840145,High,3.0,2.6,2.9600000000000004,1,High,Medium,High,High
4,7.5,1,2,1,8,1,0,0,4,2763,23.78121284185493,Low,2.5,2.7,3.9,1,Low,Medium,Low,Low
2,5.1,1,2,2,10,4,2,1,1,314,26.27728507868255,High,1.5,5.0,3.24,2,Medium,Low,Medium,Medium
7,7.9,1,2,1,2,2,2,0,1,1158,30.85399449035813,High,4.0,2.0,4.0600000000000005,3,Medium,Medium,Medium,Medium
6,4.3,0,0,0,2,4,0,1,4,3479,31.634581999151266,High,3.0,1.7999999999999998,1.72,3,Medium,High,Medium,Medium
5,6.1,0,2,0,8,2,0,1,2,929,15.020408163265309,Low,2.5,3.0,3.04,0,Low,Low,Medium,Low
1,4.7,1,1,0,5,1,2,0,2,1648,14.651567412472149,High,1.0,2.6,2.18,0,Medium,Medium,High,Medium
6,5.7,1,2,1,2,1,1,1,1,1583,32.03987184051263,High,3.5,1.2999999999999998,3.18,3,Medium,Medium,Medium,Medium
8,5.2,0,2,0,5,4,0,0,1,720,32.049981743681286,High,4.0,2.7,2.68,3,Medium,Medium,High,Medium
1,7.1,0,0,2,10,0,2,0,3,2161,25.390625,Medium,0.5,3.8,3.44,2,Medium,Medium,Low,Medium
2,7.1,1,2,2,5,3,1,0,1,677,27.25088744666356,Medium,1.5,2.8,4.04,2,Low,Low,Low,Medium
4,7.5,0,1,1,6,2,2,1,4,3143,14.631670100630055,Medium,2.0,3.2,3.6,0,Medium,Medium,Medium,Medium
5,6.8,0,1,0,2,3,0,0,4,2860,32.038959374599514,Low,2.5,1.5,3.02,3,Medium,Medium,Medium,Medium
4,7.1,1,2,0,9,2,1,0,2,1210,26.25072494734593,Medium,2.5,3.7,3.44,2,Medium,Low,High,Medium
7,6.4,0,0,1,8,3,2,1,2,830,29.75778546712803,Medium,3.5,4.1,2.8600000000000003,2,High,High,Medium,High
7,7.6,0,1,2,8,0,1,0,3,1916,19.60519199567334,Low,3.5,2.8,3.94,1,Medium,Medium,Low,Medium
7,7.4,1,0,1,3,0,0,1,1,765,23.19109461966605,High,4.0,0.8999999999999999,3.26,1,Medium,Medium,Medium,Medium
1,6.4,1,2,0,7,2,2,0,1,344,21.545090797168363,High,1.0,3.5,3.1600000000000006,1,Medium,Low,High,Medium
6,5.5,1,2,2,11,3,0,0,4,2854,28.67262607522348,High,3.5,4.199999999999999,3.4000000000000004,2,Low,Medium,Low,Low
2,4.6,0,0,1,7,2,0,0,4,2786,31.64428577224228,Medium,1.0,2.7,2.14,3,Medium,High,Medium,Medium
6,7.8,1,0,2,10,4,1,0,4,2827,25.97867956642479,Medium,3.5,4.6000000000000005,3.72,2,Medium,High,Low,Medium
7,5.4,0,0,1,5,4,1,0,5,3469,23.05456246449932,Medium,3.5,3.1,2.46,1,Medium,High,Medium,Medium
5,6.8,1,2,1,8,4,1,1,4,3044,30.427197857925268,Low,3.0,4.0,3.62,3,Medium,Medium,Medium,Medium
2,5.0,1,2,2,7,3,2,1,2,1777,25.72755521400648,Medium,1.5,3.8,3.2,2,Medium,Medium,Medium,Medium
1,7.9,0,1,0,5,4,1,0,1,559,30.78090740428403,Medium,0.5,3.1,3.46,3,Medium,Medium,High,Medium
8,7.1,0,1,0,4,2,2,1,3,1893,21.306818181818183,Medium,4.0,2.6,3.14,1,Medium,Medium,High,Medium
6,6.1,1,1,2,3,4,2,0,2,1033,30.26183062146397,High,3.5,2.8999999999999995,3.34,3,Medium,Medium,Medium,High
4,4.0,1,0,0,4,1,1,0,1,1323,35.84078259402935,High,2.5,1.9,1.6,3,High,High,High,High
2,5.9,1,0,0,5,1,2,0,2,1314,26.54320987654321,High,1.5,2.6,2.3600000000000003,2,High,Medium,High,High
2,4.4,0,0,0,4,0,2,0,4,2613,18.19548277362446,High,1.0,2.0,1.7600000000000002,0,High,Medium,High,High
1,7.0,1,1,2,5,1,0,1,3,2471,30.79584775086505,Low,1.0,1.8,3.7,3,Low,Medium,Low,Low
2,4.7,1,0,1,4,2,1,1,3,2108,25.816630212628635,Medium,1.5,2.2,2.18,2,Medium,Medium,Medium,Medium
7,7.1,0,1,0,7,4,1,0,4,2679,27.09925100681245,Medium,3.5,3.7,3.14,2,Medium,Medium,Medium,Medium
1,7.0,1,0,0,9,1,2,1,2,1368,17.236426314277505,High,1.0,3.8,2.8000000000000003,0,Medium,Medium,High,Medium
2,7.9,0,0,1,3,0,1,0,3,1959,26.666666666666668,Low,1.0,1.2999999999999998,3.46,2,Medium,Medium,Medium,Medium
1,7.9,0,1,2,3,3,1,1,1,191,21.77777777777778,Low,0.5,2.2,4.06,1,Low,Low,Low,Medium
1,4.8,1,1,2,11,2,0,1,1,1491,18.818924310286427,Medium,1.0,3.9,2.82,1,Low,Low,Low,Low
1,6.6,0,0,1,3,1,2,0,1,1210,20.0,Medium,0.5,2.0,2.94,1,Medium,Medium,Medium,Medium
2,5.1,1,2,0,9,3,0,1,1,683,26.332888752094664,High,1.5,3.6,2.64,2,Medium,Low,High,Low
3,4.1,1,1,2,4,2,2,0,1,861,20.0,High,2.0,2.6,2.54,1,Medium,Medium,Medium,Medium
3,4.1,1,1,2,2,0,2,1,3,2306,24.913494809688583,Medium,2.0,1.4,2.54,1,Medium,Medium,Medium,High
7,4.0,1,0,0,9,1,1,0,5,3164,26.5625,High,4.0,3.3999999999999995,1.6,2,High,High,High,High
7,5.4,1,2,2,5,0,0,1,3,1965,16.979591836734695,High,4.0,1.5,3.3600000000000003,0,Low,Low,Low,Low
4,6.2,0,2,2,2,3,1,0,1,1264,21.97735111870822,Low,2.0,1.9,3.6800000000000006,1,Low,Low,Low,Medium
2,6.4,1,2,1,7,0,1,1,2,1239,29.43213296398892,Low,1.5,2.5,3.4600000000000004,2,Medium,Low,Medium,Medium
8,6.8,0,0,2,11,2,2,1,1,340,26.42356982428326,High,4.0,4.7,3.3200000000000003,2,Medium,High,Medium,High
3,5.1,1,1,0,6,3,2,0,3,2283,20.86111966075032,High,2.0,3.5,2.34,1,Medium,Medium,High,Medium
3,7.3,0,1,0,8,1,2,1,3,2126,23.671253629592226,Medium,1.5,3.5,3.22,1,Medium,Medium,High,Medium
1,7.2,0,2,1,2,0,2,1,2,1560,27.58020031934969,Low,0.5,1.4,3.78,2,Medium,Low,Medium,Medium
